Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2018-11-01,0.37931,0.275862,0.344828,1.0,0.345569875,0.034482,0.38220319842233,0.48361273252018,0.28079366432449,2742.59,2603.54,2711.74
2018-10-25,0.279693,0.310345,0.409962,1.0,0.350933875,-0.130269,0.38220319842233,0.48361273252018,0.28079366432449,2816.94,2651.89,2656.1
2018-10-18,0.33935,0.310469,0.350181,1.0,0.370342125,-0.010831,0.38220319842233,0.48361273252018,0.28079366432449,2874.02,2710.51,2809.21
2018-10-11,0.306061,0.339394,0.354545,1.0,0.37600025,-0.048484,0.38220319842233,0.48361273252018,0.28079366432449,2939.86,2784.86,2785.68
2018-10-04,0.456621,0.292237,0.251142,1.0,0.382955375,0.205479,0.38220319842233,0.48361273252018,0.28079366432449,2939.86,2903.28,2925.51
2018-09-27,0.362205,0.326772,0.311024,1.000001,0.37133225,0.051181,0.38220319842233,0.48361273252018,0.28079366432449,2940.91,2903.28,2905.97
2018-09-20,0.320423,0.359155,0.320423,1.000001,0.36244475,0.0,0.38220319842233,0.48361273252018,0.28079366432449,2912.36,2879.2,2907.95
2018-09-13,0.320896,0.350746,0.328358,1.0,0.361794,-0.007462,0.38220319842233,0.48361273252018,0.28079366432449,2894.65,2864.12,2888.92
2018-09-06,0.422222,0.314815,0.262963,1.0,0.365011125,0.159259,0.38220319842233,0.48361273252018,0.28079366432449,2916.5,2876.92,2888.6
2018-08-30,0.434959,0.321138,0.243902,0.999999,0.366046875,0.191057,0.38220319842233,0.48361273252018,0.28079366432449,2916.5,2854.03,2914.04
2018-08-23,0.384615,0.344729,0.270655,0.999999,0.346496,0.11396,0.38220319842233,0.48361273252018,0.28079366432449,2873.23,2802.49,2861.82
2018-08-16,0.361702,0.347518,0.29078,1.0,0.3339795,0.070922,0.38220319842233,0.48361273252018,0.28079366432449,2862.48,2802.49,2818.37
2018-08-09,0.363636,0.326019,0.310345,1.0,0.337165125,0.053291,0.38220319842233,0.48361273252018,0.28079366432449,2863.43,2796.34,2857.7
2018-08-02,0.291105,0.38814,0.320755,1.0,0.347685875,-0.02965,0.38220319842233,0.48361273252018,0.28079366432449,2848.03,2798.11,2813.36
2018-07-26,0.315217,0.415761,0.269022,1.0,0.359961875,0.046195,0.38220319842233,0.48361273252018,0.28079366432449,2848.03,2795.14,2846.07
2018-07-19,0.346633,0.40399,0.249377,1.0,0.364332375,0.097256,0.38220319842233,0.48361273252018,0.28079366432449,2816.76,2770.77,2815.62
2018-07-12,0.430508,0.277966,0.291525,0.999999,0.369205875,0.138983,0.38220319842233,0.48361273252018,0.28079366432449,2795.58,2711.16,2774.02
2018-07-05,0.278552,0.328691,0.392758,1.000001,0.36123675,-0.114206,0.38220319842233,0.48361273252018,0.28079366432449,2746.09,2691.99,2713.22
2018-06-28,0.284483,0.307471,0.408046,1.0,0.368306,-0.123563,0.38220319842233,0.48361273252018,0.28079366432449,2774.86,2698.67,2699.63
2018-06-21,0.387187,0.350975,0.261838,1.0,0.3682395,0.125349,0.38220319842233,0.48361273252018,0.28079366432449,2791.47,2743.19,2767.32
2018-06-14,0.447802,0.335165,0.217033,1.0,0.36597675,0.230769,0.38220319842233,0.48361273252018,0.28079366432449,2791.47,2748.46,2775.63
2018-06-07,0.389313,0.343511,0.267176,1.0,0.35723075,0.122137,0.38220319842233,0.48361273252018,0.28079366432449,2772.39,2700.68,2772.35
2018-05-31,0.350181,0.386282,0.263538,1.000001,0.341175375,0.086643,0.38220319842233,0.48361273252018,0.28079366432449,2742.24,2676.81,2724.01
2018-05-24,0.385621,0.362745,0.251634,1.0,0.3372735,0.133987,0.38220319842233,0.48361273252018,0.28079366432449,2742.24,2709.18,2733.29
2018-05-17,0.366755,0.427441,0.205805,1.000001,0.328991,0.16095,0.38220319842233,0.48361273252018,0.28079366432449,2742.1,2674.14,2722.46
2018-05-10,0.335106,0.409574,0.255319,0.999999,0.324689625,0.079787,0.38220319842233,0.48361273252018,0.28079366432449,2701.27,2594.62,2697.79
2018-05-03,0.283951,0.41358,0.302469,1.0,0.328854,-0.018518,0.38220319842233,0.48361273252018,0.28079366432449,2682.87,2612.67,2635.67
2018-04-26,0.369085,0.375394,0.255521,1.0,0.326363375,0.113564,0.38220319842233,0.48361273252018,0.28079366432449,2717.49,2612.67,2639.4
2018-04-19,0.377834,0.329975,0.292191,1.0,0.32683175,0.085643,0.38220319842233,0.48361273252018,0.28079366432449,2717.49,2639.25,2708.64
2018-04-12,0.26087,0.311594,0.427536,1.0,0.3354165,-0.166666,0.38220319842233,0.48361273252018,0.28079366432449,2672.08,2573.61,2642.19
2018-04-05,0.318966,0.314655,0.366379,1.0,0.363457,-0.047413,0.38220319842233,0.48361273252018,0.28079366432449,2674.78,2553.8,2644.69
2018-03-29,0.319361,0.327345,0.353293,0.999999,0.369870875,-0.033932,0.38220319842233,0.48361273252018,0.28079366432449,2739.14,2585.89,2605.0
2018-03-22,0.332344,0.382789,0.284866,0.999999,0.38591475,0.047478,0.38220319842233,0.48361273252018,0.28079366432449,2777.11,2694.59,2711.93
2018-03-15,0.368421,0.418283,0.213296,1.0,0.401189875,0.155125,0.38220319842233,0.48361273252018,0.28079366432449,2801.9,2701.74,2749.48
2018-03-08,0.264026,0.452145,0.283828,0.999999,0.422778875,-0.019802,0.38220319842233,0.48361273252018,0.28079366432449,2761.52,2647.32,2726.8
2018-03-01,0.372832,0.393064,0.234104,1.0,0.450616375,0.138728,0.38220319842233,0.48361273252018,0.28079366432449,2789.15,2697.77,2713.83
2018-02-22,0.446512,0.325581,0.227907,1.0,0.47870375,0.218605,0.38220319842233,0.48361273252018,0.28079366432449,2754.42,2637.08,2701.33
2018-02-15,0.485194,0.300683,0.214123,1.0,0.488696625,0.271071,0.38220319842233,0.48361273252018,0.28079366432449,2727.67,2532.69,2698.63
2018-02-08,0.370277,0.279597,0.350126,1.0,0.49116925,0.020151,0.38220319842233,0.48361273252018,0.28079366432449,2839.26,2593.07,2681.66
2018-02-01,0.447712,0.264706,0.287582,1.0,0.501134625,0.16013,0.38220319842233,0.48361273252018,0.28079366432449,2872.87,2813.04,2823.81
2018-01-25,0.454545,0.305195,0.24026,1.0,0.491267,0.214285,0.38220319842233,0.48361273252018,0.28079366432449,2852.97,2778.38,2837.54
2018-01-18,0.541133,0.244973,0.213894,1.0,0.47938125,0.327239,0.38220319842233,0.48361273252018,0.28079366432449,2807.54,2736.06,2802.56
2018-01-11,0.486726,0.262537,0.250737,1.0,0.456105875,0.235989,0.38220319842233,0.48361273252018,0.28079366432449,2759.14,2697.77,2748.23
2018-01-04,0.597531,0.246914,0.155556,1.000001,0.431949875,0.441975,0.38218247965999,0.48361932480487,0.28074563451511,2714.37,2673.61,2713.06
2017-12-28,0.526455,0.267196,0.206349,1.0,0.413639625,0.320106,0.38217579283111,0.48364310204718,0.28070848361503,2694.44,2676.11,2682.62
2017-12-21,0.504975,0.238806,0.256219,1.0,0.404151375,0.248756,0.38219472522796,0.48368998144735,0.28069946900858,2694.97,2652.01,2679.25
2017-12-14,0.45,0.26875,0.28125,1.0,0.390579,0.16875,0.38218466484185,0.48370998308529,0.28065934659841,2671.88,2624.75,2662.85
2017-12-07,0.368771,0.289037,0.342193,1.000001,0.38174275,0.026578,0.38222399330493,0.48376769430964,0.28068029230022,2665.19,2620.32,2629.27
2017-11-30,0.359459,0.324324,0.316216,0.999999,0.385354,0.043243,0.38222742448234,0.48380196508101,0.28065288388367,2634.89,2589.17,2626.07
2017-11-23,0.35493,0.35493,0.290141,1.000001,0.384921625,0.064789,0.38225599268739,0.48385489752788,0.2806570878469,2601.19,2557.45,2602.42
2017-11-16,0.293478,0.354348,0.352174,1.0,0.382222,-0.058696,0.38225455426829,0.48388443184289,0.2806246766937,2595.47,2557.45,2564.62
2017-11-09,0.451049,0.318182,0.230769,1.0,0.395707375,0.22028,0.3822863209274,0.48393907142532,0.28063357042948,2597.02,2566.17,2594.38
2017-11-02,0.450549,0.263736,0.285714,0.999999,0.390936125,0.164835,0.38232710866911,0.48399748606992,0.2806567312683,2588.4,2544.0,2579.36
2017-10-26,0.396396,0.273273,0.33033,0.999999,0.3712145,0.066066,0.3824087690898,0.48405646686384,0.28076107131576,2578.29,2544.0,2557.15
2017-10-19,0.37931,0.341379,0.27931,0.999999,0.352915,0.1,0.38251474022005,0.48410302363179,0.28092645680831,2564.11,2547.95,2561.26
2017-10-12,0.397661,0.333333,0.269006,1.0,0.34062525,0.128655,0.38254336964504,0.48418805890732,0.28089868038277,2555.24,2531.8,2555.24
2017-10-05,0.356,0.316,0.328,1.0,0.3336355,0.028,0.38254336964504,0.48418805890732,0.28089868038277,2540.53,2495.91,2537.74
2017-09-28,0.333333,0.37931,0.287356,0.999999,0.331218875,0.045977,0.38262298897734,0.4842478326757,0.28099814527898,2511.75,2488.03,2507.04
2017-09-21,0.401361,0.326531,0.272109,1.000001,0.334691125,0.129252,0.38264244117647,0.48429539313471,0.28098948921823,2508.85,2491.35,2508.24
2017-09-14,0.412879,0.367424,0.219697,1.0,0.327595375,0.193182,0.38262392397302,0.48430529969623,0.28094254824982,2498.37,2459.2,2498.37
2017-09-07,0.292776,0.34981,0.357414,1.0,0.320340375,-0.064638,0.38262595705522,0.48433850458246,0.28091340952797,2480.38,2428.2,2465.54
2017-08-31,0.25,0.351064,0.398936,1.0,0.31904425,-0.148936,0.38268914487416,0.48440091862442,0.28097737112389,2460.31,2428.2,2457.59
2017-08-24,0.280992,0.336088,0.38292,1.0,0.324766125,-0.101928,0.38271576597052,0.48445311540015,0.28097841654088,2474.93,2417.35,2444.04
2017-08-17,0.341743,0.330275,0.327982,1.0,0.326785,0.013761,0.38276288014751,0.48451374213146,0.28101201816357,2474.93,2437.75,2468.11
2017-08-10,0.336667,0.34,0.323333,1.0,0.3248835,0.013334,0.38271745694957,0.48448311980663,0.28095179409251,2490.87,2462.08,2474.02
2017-08-03,0.361111,0.317901,0.320988,1.0,0.32313875,0.040123,0.38276844642857,0.48458376523351,0.28095312762363,2484.04,2470.3,2477.57
2017-07-27,0.344595,0.412162,0.243243,1.0,0.32229125,0.101352,0.38276844642857,0.48458376523351,0.28095312762363,2481.69,2463.85,2477.83
2017-07-20,0.354839,0.387097,0.258065,1.000001,0.31287075,0.096774,0.38280656869994,0.48464167371601,0.28097146368387,2473.83,2435.75,2473.83
2017-07-13,0.282407,0.421296,0.296296,0.999999,0.30958725,-0.013889,0.38278226818742,0.48464407232449,0.28092046405036,2445.76,2407.7,2443.25
2017-07-06,0.295775,0.405634,0.298592,1.000001,0.304102875,-0.002817,0.38275008019741,0.48463506651086,0.28086509388396,2442.97,2405.7,2432.54
2017-06-29,0.297143,0.434286,0.268571,1.0,0.30804825,0.028572,0.38274892901235,0.48466536532954,0.28083249269515,2450.42,2419.38,2440.69
2017-06-22,0.326531,0.384354,0.289116,1.000001,0.31849425,0.037415,0.3827619289685,0.48470851141932,0.28081534651768,2453.82,2418.53,2435.61
2017-06-15,0.322709,0.38247,0.294821,1.0,0.325238875,0.027888,0.38277374969098,0.48475074077914,0.28079675860282,2446.2,2415.7,2437.92
2017-06-08,0.354331,0.350394,0.295276,1.000001,0.317033,0.059055,0.38283044032158,0.4848134719253,0.28084740871787,2440.23,2403.59,2433.14
2017-06-01,0.269231,0.415385,0.315385,1.000001,0.308956625,-0.046154,0.38287228032178,0.48487299721854,0.28087156342502,2418.71,2393.88,2411.8
2017-05-25,0.328571,0.371429,0.3,1.0,0.310680125,0.028571,0.38289471950465,0.48492304031423,0.28086639869506,2405.58,2352.72,2404.39
2017-05-18,0.238532,0.41896,0.342508,1.0,0.307381375,-0.103976,0.38286521933086,0.48491827210669,0.28081216655502,2405.77,2356.21,2357.03
2017-05-11,0.327338,0.370504,0.302158,1.0,0.321663,0.02518,0.38292988964662,0.4849815042946,0.28087827499864,2403.87,2379.75,2399.63
2017-05-04,0.380711,0.319797,0.299492,1.0,0.31970675,0.081219,0.38299096091812,0.48504475530935,0.28093716652688,2398.16,2379.75,2388.13
2017-04-27,0.380488,0.302439,0.317073,1.0,0.309617875,0.063415,0.38298835630044,0.48507378590123,0.28090292669965,2398.16,2335.05,2387.45
2017-04-20,0.257062,0.355932,0.387006,1.0,0.3094425,-0.129944,0.38294809937888,0.48505245511196,0.2808437436458,2355.22,2328.95,2338.17
2017-04-13,0.28972,0.336449,0.373832,1.000001,0.325386625,-0.084112,0.38294414356743,0.48508011982062,0.28080816731425,2378.36,2337.25,2344.93
2017-04-06,0.283019,0.320755,0.396226,1.0,0.33053525,-0.113207,0.38296451865672,0.48512899737046,0.28080003994297,2378.36,2344.73,2352.95
2017-03-30,0.302181,0.323988,0.373832,1.000001,0.339911,-0.071651,0.38296286558805,0.48515912496331,0.2807666062128,2363.78,2322.25,2361.13
2017-03-23,0.352785,0.342175,0.30504,1.0,0.343136125,0.047745,0.38297295765878,0.48520024788819,0.28074566742937,2390.01,2336.45,2348.45
2017-03-16,0.311688,0.301299,0.387013,1.0,0.338511625,-0.075325,0.383002781308,0.485254943848,0.280750618769,2390.01,2354.54,2385.26
2017-03-09,0.3,0.235,0.465,1.0,0.3458105,-0.165,0.383064534289,0.485318643402,0.280810425176,2400.98,2361.01,2362.98
2017-03-02,0.379085,0.264706,0.356209,1.0,0.362856,0.022876,0.383073255147,0.485358677107,0.280787833187,2400.98,2352.87,2395.96
2017-02-23,0.384615,0.292308,0.323077,1.0,0.373221125,0.061538,0.383076525593,0.485393802958,0.280759248228,2366.71,2322.17,2362.82
2017-02-16,0.330909,0.345455,0.323636,1.0,0.38210625,0.007273,0.383152856964,0.485456465949,0.28084924798,2351.31,2296.61,2347.22
2017-02-09,0.358025,0.365432,0.276543,1.0,0.396500625,0.081482,0.38319297375,0.485515970084,0.280869977416,2299.4,2271.65,2294.67
2017-02-02,0.327982,0.330275,0.341743,1.0,0.407569375,-0.013761,0.383232893684,0.485575436932,0.280890350435,2300.99,2267.21,2279.55
2017-01-26,0.315789,0.349282,0.334928,0.999999,0.420473,-0.019139,0.383264739049,0.485631394257,0.280898083841,2299.55,2257.02,2298.37
2017-01-19,0.370079,0.30315,0.326772,1.000001,0.43571825,0.043307,0.383274033813,0.485672079222,0.280875988405,2279.27,2254.25,2271.89
2017-01-12,0.436364,0.293939,0.269697,1.0,0.451825625,0.166667,0.383348750627,0.485735334667,0.280962166586,2282.1,2260.45,2275.32
2017-01-05,0.462006,0.285714,0.25228,1.0,0.4555965,0.209726,0.383355344201,0.485773700496,0.280936987905,2273.82,2233.62,2270.75
2016-12-29,0.455696,0.28692,0.257384,1.0,0.446456875,0.198312,0.38331572271,0.485753991741,0.28087745368,2273.82,2249.11,2249.92
2016-12-22,0.446064,0.262391,0.291545,1.0,0.419040375,0.154519,0.383251768989,0.485690368835,0.280813169144,2272.56,2253.77,2258.66
2016-12-15,0.446575,0.230137,0.323288,1.0,0.394226,0.123287,0.38325991897,0.485730190286,0.280789647654,2277.53,2208.93,2253.28
2016-12-08,0.431211,0.303901,0.264887,0.999999,0.3680785,0.166324,0.383219408548,0.485709145158,0.280729671938,2241.63,2187.44,2241.35
2016-12-01,0.437751,0.311245,0.251004,1.0,0.34601675,0.186747,0.383174549686,0.485680905767,0.280668193605,2214.1,2194.51,2198.81
2016-11-24,0.498938,0.280255,0.220807,1.0,0.327291125,0.278131,0.383075142228,0.485537075939,0.280613208516,2204.8,2172.2,2204.72
2016-11-17,0.466531,0.267748,0.26572,0.999999,0.294923875,0.200811,0.383009870907,0.485471030301,0.280548711512,2182.3,2100.59,2164.2
2016-11-10,0.388889,0.317778,0.293333,1.0,0.26764,0.095556,0.382874696912,0.48522641546,0.280522978365,2170.1,2083.79,2163.26
2016-11-03,0.236364,0.420455,0.343182,1.000001,0.25395125,-0.106818,0.382784167087,0.485104590134,0.28046374404,2147.13,2094.0,2097.94
2016-10-27,0.247549,0.411765,0.340686,1.0,0.26158925,-0.093137,0.382707075079,0.485013705633,0.280400444525,2154.790039,2130.090088,2139.429932
2016-10-20,0.237395,0.384454,0.378151,1.0,0.266395625,-0.140756,0.382664592172,0.484989545873,0.28033963847,2149.189941,2114.719971,2144.290039
2016-10-13,0.254717,0.408019,0.337264,1.0,0.273501625,-0.082547,0.38267336892,0.485030061473,0.280316676366,2169.600098,2128.840088,2139.179932
2016-10-06,0.287946,0.433036,0.279018,1.0,0.286118125,0.008928,0.382705600253,0.485123006642,0.280288193864,2175.300049,2144.01001,2159.72998
2016-09-29,0.24,0.388889,0.371111,1.0,0.2892405,-0.131111,0.382705600253,0.485123006642,0.280288193864,2179.98999,2139.570068,2171.370117
2016-09-22,0.24826,0.36891,0.382831,1.000001,0.2964745,-0.134571,0.382762073418,0.485187279309,0.280336867527,2165.110107,2119.899902,2163.120117
2016-09-15,0.279379,0.361419,0.359202,1.0,0.3045045,-0.079823,0.382718826472,0.48516205025,0.280275602695,2187.870117,2119.120117,2125.77002
2016-09-08,0.297468,0.417722,0.28481,1.0,0.3138635,0.012658,0.382675841572,0.485137295414,0.28021438773,2187.870117,2157.090088,2186.159912
2016-09-01,0.286,0.3987,0.3152,0.9999,0.322763,-0.0292,0.382667141408,0.485160513845,0.28017376897,2187.94,2157.09,2170.86
2016-08-25,0.294243,0.409382,0.296375,1.0,0.325834625,-0.002132,0.382669271574,0.485195141507,0.28014340164,2193.42,2168.5,2175.44
2016-08-18,0.355649,0.380753,0.263598,1.0,0.325194875,0.092051,0.382659753016,0.485217489766,0.280102016266,2193.81,2168.5,2182.22
2016-08-11,0.312925,0.419501,0.267574,1.0,0.308200875,0.045351,0.382676690597,0.485264818002,0.280088563193,2187.66,2152.56,2175.49
2016-08-04,0.297872,0.434397,0.26773,0.999999,0.30076925,0.030142,0.382708059758,0.485321260213,0.280094859304,2178.29,2147.58,2163.79
2016-07-28,0.3125,0.403409,0.284091,1.0,0.298324875,0.028409,0.38269619402,0.485340968334,0.280051419707,2175.629883,2159.070068,2166.580078
2016-07-21,0.354251,0.378543,0.267206,1.0,0.296971875,0.087045,0.38267698154,0.485351612606,0.280002350474,2175.63,2146.21,2173.02
2016-07-14,0.368664,0.387097,0.24424,1.000001,0.274879875,0.124424,0.382734243312,0.485416492962,0.280051993662,2156.449951,2074.02002,2152.429932
2016-07-07,0.310573,0.422907,0.26652,1.0,0.252969875,0.044053,0.3828188413,0.485479083281,0.28015859932,2108.709961,2042.689941,2099.72998
2016-06-30,0.289125,0.376658,0.334218,1.000001,0.2396585,-0.045093,0.382883781888,0.485544533,0.280223030776,2113.32,1991.68,2070.77
2016-06-23,0.219697,0.42803,0.352273,1.0,0.2314305,-0.132576,0.382910036375,0.485598294424,0.280221778326,2100.659912,2050.370117,2085.449951
2016-06-16,0.253472,0.371528,0.375,1.0,0.23817625,-0.121528,0.382939565773,0.485653970841,0.280225160705,2120.550049,2064.100098,2071.5
2016-06-09,0.278317,0.443366,0.278317,1.0,0.24824875,0.0,0.382953513738,0.485699267122,0.280207760354,2119.219971,2085.100098,2112.129883
2016-06-02,0.301676,0.407821,0.290503,1.0,0.24826925,0.011173,0.382978039642,0.485752073219,0.280204006065,2103.47998,2078.929932,2099.330078
2016-05-26,0.177515,0.5286,0.293886,1.000001,0.2507995,-0.116371,0.382996042866,0.485800502404,0.280191583329,2094.72998,2025.910034,2090.540039
2016-05-19,0.193384,0.465649,0.340967,1.0,0.26258575,-0.147583,0.383060440461,0.485866283743,0.280254597178,2083.290039,2034.48999,2047.630005
2016-05-12,0.204082,0.482993,0.312925,1.0,0.28063875,-0.108843,0.383116356823,0.485931382466,0.280301331179,2084.870117,2039.449951,2064.459961
2016-05-05,0.223301,0.473301,0.303398,1.0,0.292576875,-0.080097,0.383171467949,0.485996396417,0.28034653948,2099.889893,2045.550049,2051.120117
2016-04-28,0.273663,0.440329,0.286008,1.0,0.31136125,-0.012345,0.38320779923,0.486055704871,0.280359893589,2111.050049,2077.52002,2095.149902
2016-04-21,0.334052,0.426724,0.239224,1.0,0.317173125,0.094828,0.383246630295,0.486116125679,0.280377134911,2111.050049,2065.919922,2102.399902
2016-04-14,0.278481,0.472574,0.248945,1.0,0.31441,0.029536,0.38326520167,0.486165134828,0.280365268511,2083.179932,2033.800049,2082.419922
2016-04-07,0.321918,0.46347,0.214612,1.0,0.3140505,0.107306,0.383338488432,0.486230847506,0.280446129358,2075.070068,2042.560059,2066.659912
2016-03-31,0.271805,0.470588,0.257606,0.999999,0.297858875,0.014199,0.383373708682,0.486289785101,0.280457632263,2072.209961,2022.48999,2063.949951
2016-03-24,0.337808,0.425056,0.237136,1.0,0.29831725,0.100672,0.383466914414,0.486350448028,0.280583380801,2056.600098,2010.040039,2036.709961
2016-03-17,0.299587,0.431818,0.268595,1.0,0.293283125,0.030992,0.383503056665,0.486409861566,0.280596251763,2032.02002,1969.25,2027.219
2016-03-10,0.373576,0.382688,0.243736,1.0,0.282736,0.12984,0.38350485567,0.486444805138,0.280564906202,2009.13,1968.8,1989.26
2016-03-03,0.320158,0.387352,0.29249,1.0,0.2584125,0.027668,0.383506800774,0.486479922793,0.280533678755,1986.51,1891.0,1986.45
2016-02-25,0.311947,0.373894,0.314159,1.0,0.246110125,-0.002212,0.383588378065,0.486544586603,0.280632169526,1946.7,1871.44,1929.8
2016-02-18,0.275605,0.346369,0.378026,1.0,0.238457875,-0.102421,0.38371398385,0.486677255689,0.280750712011,1930.68,1810.1,1926.82
2016-02-11,0.192385,0.320641,0.486974,1.0,0.23698275,-0.294589,0.38371398385,0.486677255689,0.280750712011,1935.26,1828.46,1851.86
2016-02-04,0.275472,0.377358,0.34717,1.0,0.2427675,-0.071698,0.383766687783,0.486742364581,0.280791010985,1947.2,1872.23,1912.53
2016-01-28,0.297535,0.302817,0.399648,1.0,0.243965625,-0.102113,0.383786727684,0.486792706939,0.28078074843,1916.99,1812.29,1882.95
2016-01-21,0.21521,0.297735,0.487055,1.0,0.243640125,-0.271845,0.383833393528,0.486856375274,0.280810411781,1950.33,1812.29,1859.33
2016-01-14,0.178988,0.365759,0.455253,1.0,0.257189,-0.276265,0.383887689767,0.486921934877,0.280853444656,2021.94,1886.41,1890.28
2016-01-07,0.221739,0.395652,0.382609,1.0,0.273277,-0.16087,0.383890802333,0.486958378704,0.280823225962,2081.56,1979.05,1990.26
2015-12-31,0.250729,0.51312,0.236152,1.000001,0.2884,0.014577,0.383924713822,0.487050350989,0.280799076656,2081.56,2005.93,2063.36
2015-12-24,0.263804,0.421268,0.314928,1.0,0.305808875,-0.051124,0.383924713822,0.487050350989,0.280799076656,2076.72,1993.26,2064.29
2015-12-17,0.238663,0.367542,0.393795,1.0,0.323323625,-0.155132,0.383941531818,0.487098553674,0.280784509962,2080.33,1993.26,2073.07
2015-12-10,0.285057,0.416092,0.298851,1.0,0.33694775,-0.013794,0.383977892788,0.487158572841,0.280797212734,2104.27,2036.53,2047.62
2015-12-03,0.294931,0.493088,0.211982,1.000001,0.343917625,0.082949,0.384022228869,0.487221803571,0.280822654167,2104.27,2070.29,2079.51
2015-11-26,0.323601,0.416058,0.260341,1.0,0.353956,0.06326,0.384031300586,0.487263849996,0.280798751175,2097.06,2051.99,2090.11
2015-11-19,0.307692,0.386813,0.305495,1.0,0.34863825,0.002197,0.383997229818,0.487254755276,0.280739704359,2086.94,2019.39,2083.58
2015-11-12,0.342723,0.42723,0.230047,1.0,0.350326625,0.112676,0.383946409772,0.487218368784,0.28067445076,2116.48,2068.24,2075.0
2015-11-05,0.39,0.424,0.186,1.0,0.349066875,0.204,0.383899636897,0.487189008161,0.280610265633,2116.48,2058.84,2102.31
2015-10-29,0.403922,0.390196,0.205882,1.0,0.34362925,0.19804,0.383859086106,0.487169947155,0.280548225057,2090.35,2017.22,2090.35
2015-10-22,0.347656,0.412109,0.240234,0.999999,0.333619375,0.107422,0.383787193338,0.48714600709,0.280428379586,2039.12,1990.73,2018.94
2015-10-15,0.340816,0.387755,0.271429,1.0,0.330787375,0.069387,0.383787193338,0.48714600709,0.280428379586,2022.34,1971.99,1994.24
2015-10-08,0.375238,0.342857,0.281905,1.0,0.32171025,0.093333,0.38367658862,0.487051786525,0.280301390715,1999.31,1871.91,1995.83
2015-10-01,0.281059,0.319756,0.399185,1.0,0.312870375,-0.118126,0.38367658862,0.487051786525,0.280301390715,1979.64,1871.91,1884.09
2015-09-24,0.321199,0.391863,0.286938,1.0,0.308136375,0.034261,0.383622364529,0.487009652289,0.280235076768,2020.86,1939.19,1966.97
2015-09-17,0.332645,0.376033,0.291322,1.0,0.294368375,0.041323,0.383618915521,0.487039985057,0.280197845984,1997.26,1927.3,1995.31
2015-09-10,0.346499,0.303411,0.35009,1.0,0.29346275,-0.003591,0.383715412844,0.487101596639,0.280329229049,1988.63,1903.07,1942.04
